idwine,Type,Grapes,Harmonize,name
118332,Red,['Malbec'],"['Beef', 'Lamb', 'Poultry']",Château du Cayrou Cahors
118333,White,['Roussanne'],"['Pork', 'Rich Fish', 'Maturated Cheese', 'Hard Cheese', 'Poultry', 'Cured Meat']",Éric Texier Brézème Roussanne
118334,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Morin Pere & Fils Bourgogne Chardonnay
118335,Red,['Grenache'],"['Lamb', 'Pork', 'Poultry']",Domaine Font Du Vent Cuvée Tradition Châteauneuf-du-Pape
118336,White,['Chenin Blanc'],"['Rich Fish', 'Vegetarian', 'Poultry', 'Soft Cheese']",Domaine FL La Croix Picot Savennières
118337,Red,"['Cabernet Franc', 'Malbec', 'Merlot', 'Cabernet Sauvignon']","['Beef', 'Veal', 'Game Meat', 'Poultry']",Château Robin Castillon Côtes de Bordeaux
118338,Red,"['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Saint Hubert Saint-Emilion Grand Cru
118339,Rosé,"['Grenache', 'Cinsault']","['Pasta', 'Vegetarian', 'Appetizer', 'Snack', 'Lean Fish']",Moment de Plaisir Rosé
118340,Red,"['Grenache', 'Mourvedre', 'Cinsault', 'Syrah/Shiraz']","['Beef', 'Lamb', 'Game Meat']",Château La Borie Cuvée de l'Ecusson Côtes du Rhône
118341,Red,['Gamay Noir'],"['Pasta', 'Veal', 'Pork', 'Poultry']",Louis Jadot Brouilly
118342,White,['Gew√ºrztraminer'],"['Pork', 'Rich Fish', 'Spicy Food', 'Poultry', 'Soft Cheese']",Pfaffenheim Tradition Riesling
118343,Red,"['Cabernet Sauvignon', 'Merlot']","['Beef', 'Veal', 'Game Meat', 'Poultry']",Château Belle Garde Élevée en Futs de Chéne Bordeaux Rouge
118344,Red,"['Cabernet Franc', 'Grenache', 'Merlot', 'Pinot Noir', 'Mourvedre', 'Syrah/Shiraz', 'Cabernet Sauvignon']","['Beef', 'Lamb', 'Game Meat']",Boutinot Les Six Côtes du Rhône Villages Cairanne
118345,Red,"['Syrah/Shiraz', 'Grenache', 'Mourvedre', 'Carignan/Cari√±ena']","['Beef', 'Pasta', 'Veal']",Roquebrun Terrasses du Frigoulet Coteaux du Languedoc
118346,Red,"['Cabernet Sauvignon', 'Syrah/Shiraz']","['Beef', 'Lamb', 'Spicy Food', 'Maturated Cheese', 'Hard Cheese', 'Poultry']",Peyrassol Chateau Peyrassol Côtes de Provence
118347,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Famille Moutard Bourgogne Rouge (Pinot Noir)
118348,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Morin Pere & Fils Bourgogne Hautes-Côtes de Nuits
118349,White,['Chardonnay'],"['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Gerard Duplessis Chablis Grand Cru 'Les Clos'
118350,Sparkling,"['Chardonnay', 'Pinot Noir', 'Pinot Meunier']","['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Champagne Beaumont des Crayeres Fleur de Prestige Millesime Brut Champagne
118351,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Philippe Chavy Bourgogne Chardonnay
118352,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Albert Bichot Vosne-Romanée
118353,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Maison Roche de Bellene Gevrey-Chambertin Vieilles Vignes
118354,Red,"['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",André Lurton Comtesse De Vigne Longue Pessac-Léognan
118355,Red,"['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']","['Beef', 'Veal', 'Game Meat', 'Poultry']",Château Freybernat Bordeaux Rouge
118356,Red,"['Syrah/Shiraz', 'Cabernet Sauvignon', 'Mourvedre']","['Beef', 'Lamb', 'Spicy Food', 'Maturated Cheese', 'Hard Cheese', 'Poultry']",Figuière François Signature Côtes de Provence Rouge
118357,Sparkling,"['Chardonnay', 'Pinot Noir', 'Pinot Meunier']","['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",André Carpentier Brut Champagne
118358,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Domaine Bruno Clair Marsannay Rouge
118359,Dessert,['Sauvignon Blanc'],"['Rich Fish', 'Shellfish', 'Vegetarian']",Monsieur Cyrano Panache de Cyrano Côtes de Bergerac Moelleux
118360,Red,['Merlot'],"['Beef', 'Game Meat']",Appetit de France Merlot
118361,White,['Chardonnay'],"['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Domaine Servin Chablis Grand Cru 'Les Clos'
118362,White,['Riesling'],"['Pork', 'Rich Fish', 'Spicy Food', 'Vegetarian', 'Cured Meat']",Arthur Metz Riesling Alsace Grand Cru Altenberg de Bergbieten
118363,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Domaine Jean Grivot Nuits-St-Georges 1er Cru Les Roncieres
118364,Red,"['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Saint Louis Montagne Saint-Emilion
118365,White,['Sauvignon Blanc'],"['Pork', 'Shellfish', 'Spicy Food', 'Vegetarian', 'Goat Cheese']",Henri Bourgeois Sancerre La Chapelle Des Augustins
118366,Red,"['Cabernet Franc', 'Merlot', 'Cabernet Sauvignon']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Mazeris Château Lafond Canon-Fronsac
118367,White,['Chardonnay'],"['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Jean Durup Chateau de Maligny Chablis
118368,Sparkling,['Chardonnay'],"['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Roland Champion Carte Blanche Blanc de Blancs Brut Champagne Grand Cru 'Chouilly'
118369,Rosé,"['Syrah/Shiraz', 'Grenache', 'Carignan/Cari√±ena', 'Cinsault', 'Tibouren']","['Pork', 'Shellfish', 'Vegetarian', 'Poultry']",Château de Saint Martin No 2 de Saint-Martin Côtes de Provence Rosé
118370,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Méo-Camuzet Nuits-Saint-Georges 1er Cru 'Aux Murgers'
118371,White,"['Sauvignon Blanc', 'Sémillon']","['Pork', 'Vegetarian', 'Poultry', 'Appetizer', 'Snack', 'Lean Fish']",Ginestet Sauvignon Blanc - Sémillon Bordeaux
118372,White,['Silvaner/Sylvaner'],"['Pasta', 'Shellfish', 'Maturated Cheese', 'Hard Cheese', 'Lean Fish', 'Cured Meat']",Wolfberger Sylvaner Alsace
118373,White,['Sauvignon Blanc'],"['Rich Fish', 'Shellfish', 'Vegetarian']",Famille Bougrier Sauvignon Blanc Touraine
118374,White,['Sauvignon Blanc'],"['Pasta', 'Vegetarian', 'Poultry', 'Lean Fish', 'Appetizer']",Gérard Bertrand An 118 Coteaux de Narbonne Rouge
118375,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Domaine Roulot Meursault 1er Cru 'Clos des Bouchères' Monopole
118376,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Domaine Coche-Dury Meursault-Perrières Premier Cru
118377,Rosé,['Pinot Noir'],"['Veal', 'Pork', 'Game Meat', 'Rich Fish', 'Poultry']",Domaine du Salvard Cheverny Rosé
118378,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Domaine Faiveley Nuits-Saint-Georges 1er Cru Les Damodes
118379,White,"['Chardonnay', 'Pinot Blanc']","['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Henri Naudin-Ferrand Bourgogne Hautes Côtes de Beaune Blanc
118380,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Jessiaume Père & Fils Bourgogne Pinot Noir
118381,Red,"['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Clos Sainte-Anne Pomerol
118382,Rosé,"['Syrah/Shiraz', 'Grenache', 'Cinsault', 'Tibouren']","['Pork', 'Shellfish', 'Vegetarian', 'Poultry']",Coeur Clémentine Côtes de Provence Rosé
118383,Red,"['Cabernet Sauvignon', 'Merlot']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Grand Enclos du Château de Cérons Graves Rouge
118384,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Cave de Lugny Chardonnay Bourgogne Eugène Blanc
118385,White,['Chardonnay'],"['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Pierre Chanau Chablis
118386,Red,"['Cabernet Franc', 'Merlot', 'Cabernet Sauvignon']","['Beef', 'Veal', 'Game Meat', 'Poultry']",Château Labatut Grande Réserve Bordeaux Supérieur
118387,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Domaine de Montille Volnay 1er Cru 'Les Mitans'
118388,Red,"['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Haut Cloquet Pomerol
118389,Red,['Cabernet Franc'],"['Beef', 'Pork', 'Game Meat', 'Poultry', 'Soft Cheese']",Yannick Amirault Bourgueil Le Grand Clos
118390,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Domaine de la Vougeraie Gevrey-Chambertin La Justice
118391,Red,['Grenache'],"['Beef', 'Lamb', 'Game Meat']",Tardieu-Laurent Rasteau Vieilles Vignes
118392,Red,"['Petit Verdot', 'Cabernet Sauvignon', 'Cabernet Franc', 'Malbec', 'Merlot']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Martin Cuvée La Peseille Saint-Estèphe
118393,White,['Savagnin Blanc'],"['Poultry', 'Mushrooms', 'Soft Cheese']",Buronfosse Varron Côtes du Jura Savagnin
118394,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Rémi Jobard Meursault 1er Cru 'Les Genevrières'
118395,White,['Viognier'],"['Pork', 'Rich Fish', 'Spicy Food', 'Poultry']",Laurent Miquel Solas Reserve Viognier
118396,White,['Chardonnay'],"['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Domaine Nathalie et Gilles Fevre Les Preuses Chablis Grand Cru
118397,Rosé,"['Syrah/Shiraz', 'Grenache', 'Cinsault']","['Pork', 'Shellfish', 'Vegetarian', 'Poultry']",Patrice Moreux Château des Vingtinières Côtes de Provence Rosé
118398,Red,['Syrah/Shiraz'],"['Beef', 'Pasta', 'Veal']",Domaine du Clos des Fées De Battre Mon Coeur S'est Arrêté
118399,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Sylvain Dussort Bourgogne Blanc Cuvée des Ormes
118400,Red,"['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Tour Saint-Pierre Saint-Émilion Grand Cru
118401,Red,"['Cabernet Franc', 'Merlot']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Real-Caillou Lalande de Pomerol
118402,White,['Chenin Blanc'],"['Rich Fish', 'Vegetarian', 'Poultry', 'Soft Cheese']",La Cave d'Augustin Florent Coteaux du Layon
118403,Red,['Syrah/Shiraz'],"['Beef', 'Lamb', 'Game Meat', 'Poultry']",Tardieu-Laurent Cornas Coteaux
118404,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Louis Jadot Beaune Premier Cru Les Avaux
118405,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Hubert Lamy Vieilles Vignes Saint-Aubin 1er Cru 'Derrière Chez Edouard' Rouge
118406,Red,"['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']","['Beef', 'Veal', 'Game Meat', 'Poultry']",Maison Bouey Castillon Côtes de Bordeaux
118407,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Edouard Delaunay Septembre Bourgogne Chardonnay
118409,Red,['Syrah/Shiraz'],"['Beef', 'Lamb', 'Game Meat', 'Poultry']",Cave de Tain Empreinte du Rhône Crozes-Hermitage
118410,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Labruyère-Prieur Sélection Bourgogne Pinot Noir
118411,Red,"['Cabernet Sauvignon', 'Cabernet Franc', 'Malbec', 'Merlot', 'Petit Verdot']","['Beef', 'Veal', 'Game Meat', 'Poultry']",Château La Grangére Château Virecourt-Conté Bordeaux Supérieur
118412,Red,['Merlot'],"['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Tour Bellevue Haut-Médoc
118413,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Domaine Voarick Mercurey 1er Cru 'Clos du Paradis'
118414,White,['Chardonnay'],"['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Pascal Bouchard Les Vieilles Vignes Chablis
118415,Rosé,['Cabernet Franc'],"['Beef', 'Pork', 'Game Meat', 'Poultry', 'Soft Cheese']",Pierre Brevin Selection Rosé
118416,White,['Sauvignon Blanc'],"['Pork', 'Shellfish', 'Spicy Food', 'Vegetarian', 'Goat Cheese']",Gérard et Hubert Thirot Domaine de la Tonnellerie Sancerre Blanc
118417,Red,['Gamay Noir'],"['Pasta', 'Veal', 'Pork', 'Poultry']",Bouchard Aîné & Fils Beaujolais Les Coteaux
118418,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Bouchard Père & Fils Chassagne-Montrachet Rouge
118419,Red,"['Mourvedre', 'Syrah/Shiraz', 'Grenache']","['Beef', 'Lamb', 'Game Meat']",La Cour du Couvent Côtes-du-Rhône-Villages 'Plan de Dieu'
118420,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Domaine Marquis d'Angerville Meursault Santenots 1er Cru
118421,Red,"['Cabernet Sauvignon', 'Cabernet Franc', 'Malbec']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Hautes Versannes Saint-Émilion
118422,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Jean-Michel Guillon Bourgogne Pinot Noir
118423,White,['Sauvignon Blanc'],"['Pork', 'Shellfish', 'Spicy Food', 'Vegetarian', 'Goat Cheese']",Jean-Marc Crochet Sancerre Blanc
118424,White,"['Roussanne', 'Marsanne']","['Pasta', 'Vegetarian', 'Poultry', 'Lean Fish', 'Appetizer']",Domaine des Crès Ricards Esprit de Crès Ricards Marsanne - Roussanne
118425,Red,"['Grenache', 'Mourvedre']","['Beef', 'Maturated Cheese', 'Hard Cheese']",Domaine de La Vivonne Bandol Rouge
118426,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Bouchard Aîné & Fils Pinot Noir Bourgogne Les Vendangeurs
118427,White,['Chardonnay'],"['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Laroche La Jouchère Chablis
118428,Sparkling,['Pinot Noir'],"['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Deutz William Deutz Parcelles d’Aÿ Pinot Noir Brut Champagne
118429,White,['Chardonnay'],"['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Jean et Sébastien Dauvissat Chablis 1er Cru 'Vaillons'
118430,White,['Pinot Gris'],"['Pork', 'Spicy Food', 'Mushrooms', 'Cured Meat']",Rosenhof Pinot Gris
118431,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Catherine et Claude Maréchal Vieilles Vignes Savigny-lès-Beaune
118432,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Bouchard Père & Fils Clos Vougeot Grand Cru
118433,Sparkling,"['Chardonnay', 'Pinot Noir']","['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Vve Fourny & Fils Brut Rosé Champagne Premier Cru
118434,Red,"['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']","['Beef', 'Veal', 'Game Meat', 'Poultry']",Château Haut La Valette Cuvée Caractères - Blaye Côtes de Bordeaux
118435,Red,"['Grenache', 'Syrah/Shiraz']","['Lamb', 'Pork', 'Poultry']",Barton & Guestier Les Roches Noires Châteauneuf-du-Pape
118436,White,"['Sauvignon Blanc', 'Sémillon']","['Pork', 'Vegetarian', 'Poultry', 'Appetizer', 'Snack', 'Lean Fish']",La Croix d'Austéran Bordeaux Blanc Sec
118437,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Domaine Tortochot Gevrey-Chambertin 1er Cru 'Les Champeaux'
118438,Red,"['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Faugères L'Hirondelle Saint-Emilion Grand Cru
118439,Red,"['Cabernet Franc', 'Merlot']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Pavillon Beauregard Lalande de Pomerol
118440,Red,"['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Bellegrave Les Charmes Pauillac
118441,Red,"['Grenache', 'Mourvedre', 'Carignan/Cari√±ena']","['Beef', 'Pasta', 'Veal']",Domaine Les Enfants Sauvages Enfant Sauvage
118442,Red,"['Merlot', 'Cabernet Sauvignon', 'Malbec']","['Beef', 'Lamb', 'Game Meat', 'Spicy Food', 'Maturated Cheese', 'Hard Cheese', 'Poultry']",Vignoble des Verdots Clos des Verdots Bergerac Rouge
118443,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Domaine du Comte Liger-Belair La Romanee Grand Cru Monopole
118444,Sparkling,"['Pinot Meunier', 'Chardonnay', 'Pinot Noir']","['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Laurent-Perrier Harmony Demi-Sec Champagne
118445,Rosé,"['Gamay Noir', 'Grolleau']",['Beef'],Famille Bougrier Pure Loire Rosé d'Anjou
118446,White,['Sauvignon Blanc'],"['Pork', 'Shellfish', 'Spicy Food', 'Vegetarian', 'Goat Cheese']",Pascal Jolivet Sancerre Sauvage Blanc
118447,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Benjamin Leroux Puligny-Montrachet
118448,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Domaine Fabien Coche (Domaine Coche-Bizouard) Bourgogne Pinot Noir
118449,Red,"['Cabernet Sauvignon', 'Merlot']","['Beef', 'Veal', 'Game Meat', 'Poultry']",Marquis de Chasse Bordeaux Rouge
118450,Red,"['Syrah/Shiraz', 'Grenache']","['Beef', 'Pasta', 'Veal']",Les Maîtres Vignerons de Cascastel Les Cazals Grand Terroir de Schistes Fitou
118451,Red,['Grenache'],"['Beef', 'Lamb', 'Game Meat']",La Cave Les Côteaux du Rhône Arbouse Côtes du Rhône Villages 'Massif d'Uchaux'
118452,Sparkling,"['Chardonnay', 'Pinot Noir']","['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",G.H. Martel Brut Champagne Premier Cru
118453,White,['Pinot Blanc'],"['Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Anne Marie et Marc Tempé Pinot Blanc 'Zellenberg'
118454,White,"['Clairette', 'Bourboulenc', 'Ugni Blanc', 'Sauvignon Blanc']","['Rich Fish', 'Shellfish', 'Vegetarian']",La Bastide Blanche Bandol Blanc
118455,Red,"['Cabernet Franc', 'Merlot', 'Cabernet Sauvignon']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Chevalier Château Saint-Nicolas Fronsac
118456,Sparkling,"['Chardonnay', 'Pinot Noir']","['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Kriter Eclat Carmin Rosé
118457,Red,['Gamay Noir'],"['Pasta', 'Beef', 'Veal', 'Lamb', 'Maturated Cheese']",Albert Bichot Fleurie La Madone
118458,Red,"['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']","['Beef', 'Veal', 'Game Meat', 'Poultry']",Château Noble Meynard Bordeaux Supérieur
118459,Red,"['Malbec', 'Merlot', 'Cabernet Sauvignon', 'Cabernet Franc']","['Beef', 'Veal', 'Game Meat', 'Poultry']",Château Haut-Florin Bordeaux Rouge
118460,Red,"['Mourvedre', 'Grenache']","['Lamb', 'Pork', 'Poultry']",Domaine de Cristia Châteauneuf-du-Pape Renaissance
118461,Red,"['Cabernet Sauvignon', 'Malbec', 'Merlot']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Bouscaut Les Chênes de Bouscaut Pessac-Leognan
118462,Sparkling,['Pinot Noir'],"['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Alexandre Bonnet Blanc de Noirs Brut Champagne
118463,Red,['Gamay Noir'],"['Pasta', 'Veal', 'Pork', 'Poultry']",Domaine la Bohème Super B
118464,Rosé,"['Carignan/Cari√±ena', 'Vermentino', 'Cinsault', 'Syrah/Shiraz', 'Cabernet Sauvignon', 'Grenache', 'Mourvedre']","['Pork', 'Shellfish', 'Vegetarian', 'Poultry']",Château Saint-Maur M Côtes de Provence Rosé
118465,Sparkling,['Chardonnay'],"['Pork', 'Rich Fish', 'Vegetarian', 'Poultry']",JP. Chenet Original Blanc de Blancs Demi-Sec
118466,Rosé,"['Syrah/Shiraz', 'Grenache Blanc', 'Rolle/Rollo']","['Pork', 'Shellfish', 'Vegetarian', 'Poultry']",Terre de Mistral Rosalie Sainte Victoire Côtes de Provence Rosé
118467,White,['Chardonnay'],"['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Raveneau Chablis Grand Cru 'Blanchot'
118468,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",La Burgondie Bourgogne Côte Chalonnaise Chardonnay
118469,Red,"['Syrah/Shiraz', 'Grenache', 'Mourvedre', 'Carignan/Cari√±ena', 'Cinsault']","['Beef', 'Lamb', 'Game Meat']",Leger et Fruite Côtes du Rhône Villages Cuvée Réserve
118470,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Domaine Pierre Gelin Chambertin Clos de Bèze Grand Cru
118471,White,['Chardonnay'],"['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Morin Pere & Fils Chablis
118472,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Marc Colin Puligny-Montrachet Le Trézin
118473,White,"['Sémillon', 'Muscadelle', 'Sauvignon Gris']","['Pork', 'Vegetarian', 'Poultry', 'Appetizer', 'Snack', 'Lean Fish']",Château Les Charmes Godard Francs - Côtes de Bordeaux Blanc
118474,Red,"['Syrah/Shiraz', 'Grenache']","['Beef', 'Lamb', 'Spicy Food', 'Maturated Cheese', 'Hard Cheese']",Amédée A l'Ombre des Platanes de Cucuron Luberon Rouge
118475,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Etienne Sauzet Puligny-Montrachet 1er Cru 'La Garenne'
118476,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Domaine de Montille Volnay 1er Cru 'Champans'
118477,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Nuiton-Beaunoy Bourgogne Chardonnay
118478,Red,"['Merlot', 'Cabernet Franc']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château de la Dauphine Delphis de la Dauphine Fronsac
118479,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Domaine Coche-Dury Bourgogne Pinot Noir
118480,White,['Melon de Bourgogne'],"['Shellfish', 'Appetizer', 'Snack', 'Lean Fish']",Calvet Muscadet
118481,Sparkling,"['Pinot Meunier', 'Chardonnay', 'Pinot Noir']","['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Nicolas Feuillatte Collection Vintage Blanc de Blancs Brut Millésimé Champagne
118482,White,"['Sauvignon Blanc', 'Sémillon']","['Pork', 'Vegetarian', 'Poultry', 'Appetizer', 'Snack', 'Lean Fish']",Château le Thil Comte Clary Pessac-Léognan Blanc
118483,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Etienne Sauzet Bâtard-Montrachet Grand Cru
118484,Sparkling,"['Pinot Noir', 'Pinot Meunier']","['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Collard Picard Cuvée Sélection Brut Champagne
118485,White,['Pinot Gris'],"['Pork', 'Spicy Food', 'Mushrooms', 'Cured Meat']",La Cave de Bennwihr Tokay Pinot Gris
118486,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Patrice Rion Vieilles Vignes Chambolle-Musigny
118487,Sparkling,"['Chardonnay', 'Pinot Noir', 'Pinot Meunier']","['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Tsarine Chanoine Brut Rosé Champagne
118488,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Fontaine-Gagnard Criots-Bâtard-Montrachet Grand Cru
118489,White,['Riesling'],"['Pork', 'Rich Fish', 'Spicy Food', 'Vegetarian', 'Cured Meat']",Louis Sipp Riesling Alsace Grand Cru 'Osterberg'
