idwine;Type;Grapes;Harmonize;name
113169;Sparkling;['Chardonnay', 'Pinot Gris', 'Pinot Noir', 'Roussanne', 'Pinot Blanc', 'Pinot Auxerrois'];['Shellfish', 'Poultry', 'Appetizer', 'Snack', 'Lean Fish'];Veuve du Vernay Demi-Sec
113170;Red;['Cabernet Franc'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Balestard La Tonnelle Saint-Emilion Grand Cru (Grand Cru Classe)
113172;Sparkling;['Chardonnay'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Larmandier-Bernier Latitude Extra Brut Champagne
113174;Red;['Cabernet Franc', 'Malbec', 'Merlot', 'Petit Verdot', 'Cabernet Sauvignon'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Pouget Margaux (Grand Cru Classe)
113177;Dessert;['Semillon', 'Sauvignon Blanc'];['Appetizer', 'Snack', 'Souffle', 'Fruit', 'Dessert', 'Blue Cheese'];Expert Club Berges de La Dordogne Cotes de Bergerac Moelleux
113178;White;['Chardonnay'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Alain Geoffroy Domaine Le Verger Chablis
113179;Red;['Pinot Noir'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Geantet-Pansiot Gevrey-Chambertin Vieilles Vignes
113180;White;['Chardonnay', 'Colombard'];['Pork', 'Rich Fish', 'Vegetarian', 'Poultry'];Les Producteurs Reunis Granbeau Grande Reserve Colombard - Chardonnay
113181;Rose;['Cabernet Sauvignon', 'Cabernet Franc'];['Beef', 'Lamb', 'Pork', 'Game Meat', 'Spicy Food', 'Poultry', 'Soft Cheese'];Marquis de Goulaine La Roseraie Rose d'Anjou
113182;Red;['Cabernet Sauvignon', 'Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Angelus Le Carillon dAngelus Saint-Emilion Grand Cru
113183;White;['Sauvignon Blanc'];['Pork', 'Vegetarian', 'Poultry', 'Appetizer', 'Snack', 'Lean Fish'];Mouton Cadet Bordeaux Sauvignon Blanc
113184;Red;['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Bertrand Ravache Leo de la Gaffeliere Bordeaux
113185;Red;['Pinot Noir'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Chateau de la Tour Clos Vougeot Grand Cru
113189;White;['Riesling'];['Pork', 'Rich Fish', 'Spicy Food', 'Vegetarian', 'Cured Meat'];Expert Club Alsace Riesling
113190;Red;['Pinot Noir'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Domaine Comte Georges de Vogue Bonnes-Mares Grand Cru
113191;White;['Sauvignon Blanc', 'Semillon', 'Muscadelle'];['Pork', 'Vegetarian', 'Poultry', 'Appetizer', 'Snack', 'Lean Fish'];Chateau Talbot Caillou Blanc
113192;Red;['Gamay Noir'];['Pasta', 'Veal', 'Pork', 'Poultry'];Chateau Thivin Cote de Brouilly Cuvee Zaccharie
113193;Red;['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Ducluzeau Listrac-Medoc
113195;Dessert;['Chardonnay'];['Pork', 'Rich Fish', 'Vegetarian', 'Poultry'];Brut Dargent Chardonnay Ice Demi-Sec
113196;Red;['Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Jean-Pierre Moueix Saint-Emilion
113197;Rose;['Grenache', 'Cinsault'];['Pork', 'Shellfish', 'Vegetarian', 'Poultry'];Chateau Castel des Maures Cuvee Jeanne Cotes de Provence Rose
113198;White;['Chardonnay'];['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat'];Joseph Drouhin Beaune 1er Cru 'Clos des Mouches' Blanc
113199;Sparkling;['Cabernet Sauvignon', 'Cabernet Franc'];['Shellfish', 'Poultry', 'Appetizer', 'Snack', 'Lean Fish'];De Chanceny Cremant de Loire Rose Brut
113200;White;['Chardonnay'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Domaine des Malandes Chablis
113201;Red;['Cannonau'];['Beef', 'Lamb', 'Game Meat'];Domaine Les Pallieres Gigondas Terrasse du Diable
113203;Sparkling;['Chardonnay', 'Pinot Noir'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Ruinart Millesime Brut Champagne
113204;Red;['Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Feytit-Clinet Pomerol
113205;Red;['Grenache'];['Beef', 'Maturated Cheese', 'Hard Cheese'];Le Pigeoulet des Brunier Vaucluse
113206;White;['Viognier'];['Pork', 'Rich Fish', 'Maturated Cheese', 'Hard Cheese', 'Poultry', 'Cured Meat'];Domaine Georges Vernay Les Terrasses de L'Empire Condrieu
113207;Red;['Malbec', 'Merlot', 'Petit Verdot', 'Cabernet Sauvignon', 'Cabernet Franc'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Serilhan Saint-Estephe
113208;White;['Chardonnay'];['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat'];Bachelet-Monnot Puligny-Montrachet
113209;White;['Sauvignon Blanc'];['Pork', 'Shellfish', 'Spicy Food', 'Vegetarian', 'Goat Cheese'];Caves des Perrieres Pouilly-Fume
113210;Dessert;['Sauvignon Blanc', 'Semillon', 'Muscadelle'];['Fruit Dessert', 'Blue Cheese'];Chateau Cantegril Sauternes
113212;Red;['Cabernet Sauvignon', 'Merlot'];['Beef', 'Pasta', 'Veal'];Beaurempart Grande Reserve Rouge
113216;Sparkling;['Chardonnay'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Andre Robert Les Jardins du Mesnil Blanc de Blancs Brut Champagne Grand Cru 'Le Mesnil-sur-Oger'
113217;White;['Chardonnay'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Daniel-Etienne Defaix Chablis Premier Cru 'Les Lys'
113218;Red;['Merlot'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Chateau Le Doyenne Cotes de Bordeaux
113219;Red;['Merlot'];['Beef', 'Pasta', 'Veal'];La Croix du Pin Cuvee Prestige Merlot
113220;Sparkling;['Chardonnay', 'Pinot Noir', 'Pinot Meunier'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Armand de Brignac Brut Gold Champagne
113222;White;['Chardonnay'];['Pasta', 'Vegetarian', 'Cured Meat'];Domaine de la Croix Senaillet Saint-Veran
113224;Red;['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau La Fleur Pourret Saint-Emilion Grand Cru
113226;White;['Sauvignon Blanc'];['Pork', 'Shellfish', 'Spicy Food', 'Vegetarian', 'Goat Cheese'];Pascal Cotat Les Monts Damnes Sancerre
113227;Red;['Grenache'];['Lamb', 'Pork', 'Poultry'];Mas Saint Louis Chateauneuf-du-Pape Rouge Tradition
113228;Red;['Cabernet Sauvignon', 'Merlot', 'Petit Verdot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Landat Haut-Medoc
113229;White;['Roussanne'];['Pork', 'Rich Fish', 'Maturated Cheese', 'Hard Cheese', 'Poultry', 'Cured Meat'];Chateau de Beaucastel Vieilles Vignes Chateauneuf-du-Pape Blanc
113230;Sparkling;['Pinot Noir', 'Pinot Meunier', 'Chardonnay'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];J. Lassalle Preference Brut Champagne Premier Cru
113233;Sparkling;['Chardonnay', 'Pinot Noir'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];De Venoge Louis XV Brut Champagne
113234;Red;['Pinot Noir'];['Beef', 'Veal', 'Game Meat', 'Poultry'];A.F. Gros Vosne-Romanee 'Aux Reas'
113235;Red;['Merlot', 'Cabernet Franc'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Cantenac Saint-Emilion Grand Cru
113236;Red;['Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Haut-Cadet Saint-Emilion Grand Cru
113237;Red;['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Galius Saint Emilion Grand Cru
113238;Red;['Merlot', 'Petit Verdot', 'Cabernet Sauvignon', 'Cabernet Franc'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Patache d'Aux Medoc
113239;White;['Riesling'];['Pork', 'Rich Fish', 'Spicy Food', 'Vegetarian', 'Cured Meat'];Cave de Turckheim Riesling Alsace
113240;Red;['Pinot Noir'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Domaine Comte Georges de Vogue Chambolle-Musigny
113241;Red;['Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Lagrange Pomerol
113242;Red;['Cabernet Sauvignon', 'Merlot'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Chateau Tayet Cuvee Prestige Bordeaux Superieur
113243;Red;['Cabernet Franc'];['Beef', 'Pork', 'Game Meat', 'Poultry', 'Soft Cheese'];Couly-Dutheil Les Gravieres Chinon
113244;Red;['Cabernet Sauvignon', 'Cabernet Franc', 'Malbec', 'Merlot', 'Petit Verdot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Gombaude-Guillot Pomerol
113245;Red;['Cabernet Sauvignon', 'Cabernet Franc', 'Malbec', 'Merlot', 'Petit Verdot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Croque Michotte Saint-Emilion Grand Cru
113247;Red;['Pinot Noir'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Domaine G. Roumier Chambolle-Musigny
113248;Red;['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Troupian Haut-Medoc
113249;Red;['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Vignobles Raymond Les Hauts de Lagarde Rouge
113250;Red;['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau de Callac Graves Rouge
113251;White;['Mauzac Blanc', 'Chasan', 'Chenin Blanc', 'Sauvignon Blanc', 'Grenache Blanc', 'Vermentino'];['Pasta', 'Vegetarian', 'Poultry', 'Lean Fish', 'Aperitif'];Claude Val Blanc
113252;White;['Sauvignon Blanc'];['Pork', 'Shellfish', 'Spicy Food', 'Vegetarian', 'Goat Cheese'];Jean-Paul Balland Sancerre Blanc
113253;White;['Sauvignon Blanc', 'Semillon', 'Muscadelle'];['Pork', 'Vegetarian', 'Poultry', 'Appetizer', 'Snack', 'Lean Fish'];Cheval Quancard Cuvee Clemence Entre-Deux-Mers Eleve en Futs de Chene
113254;Sparkling;['Chardonnay'];['Shellfish', 'Poultry', 'Appetizer', 'Snack', 'Lean Fish'];Gerard Bertrand Thomas Jefferson Cremant de Limoux Brut
113255;White;['Sauvignon Blanc'];['Rich Fish', 'Shellfish', 'Vegetarian'];Famille Bougrier Sauvignon Blanc Touraine
113256;Red;['Cabernet Sauvignon', 'Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Malmaison Moulis-en-Medoc
113257;Rose;['Grenache', 'Cinsault'];['Beef', 'Maturated Cheese', 'Hard Cheese'];Minimi Rose
113260;White;['Viognier'];['Pork', 'Rich Fish', 'Maturated Cheese', 'Hard Cheese', 'Poultry', 'Cured Meat'];Pierre Gaillard Condrieu
113261;Red;['Pinot Noir'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Domaine de la Vougeraie Pinot Noir Terres de Famille
113263;Red;['Pinot Noir'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Domaine Chanson Bourgogne Pinot Noir Reserve du Bastion
113264;Red;['Pinot Noir'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Chateau de Marsannay Marsannay
113265;Red;['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau La Chapelle Aux Moines Saint-Emilion Grand Cru
113266;White;['Chardonnay'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Domaine du Colombier Chablis
113267;Red;['Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Lafleur-Gazin Pomerol
113268;Red;['Gamay Noir'];['Pasta', 'Veal', 'Pork', 'Poultry'];Domaine Marcel Lapierre Morgon
113269;Red;['Gamay Noir'];['Pasta', 'Veal', 'Pork', 'Poultry'];Chateau de Pizay Morgon
113270;Red;['Cabernet Franc', 'Merlot', 'Cabernet Sauvignon'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Beard La Chapelle Saint-Emilion Grand Cru
113271;Red;['Cabernet Sauvignon', 'Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Plagnac Medoc
113272;White;['Chenin Blanc'];['Rich Fish', 'Vegetarian', 'Poultry', 'Soft Cheese'];Vigneau-Chevreau Cuvee Silex Vouvray
113273;Sparkling;['Pinot Blanc', 'Chardonnay', 'Pinot Noir'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Alfred Gratien Brut Millesime Champagne
113274;Sparkling;['Chardonnay'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Guy Charlemagne Reserve Blanc de Blancs Brut Champagne Grand Cru 'Le Mesnil-sur-Oger'
113275;White;['Grenache Blanc'];['Pork', 'Rich Fish', 'Maturated Cheese', 'Hard Cheese', 'Poultry', 'Cured Meat'];Chateau Mourgues du Gres Galets Rouges Costieres-de-Nimes
113276;White;['Geworztraminer'];['Pork', 'Rich Fish', 'Spicy Food', 'Poultry', 'Soft Cheese'];Domaines Schlumberger Gewurztraminer Alsace Grand Cru 'Kessler'
113277;Red;['Gamay Noir'];['Pasta', 'Veal', 'Pork', 'Poultry'];Jean Foillard Beaujolais Nouveau
113278;White;['Melon de Bourgogne'];['Shellfish', 'Appetizer', 'Snack', 'Lean Fish'];Vignerons du Pallet La Mariniere Muscadet-Sevre et Maine Sur Lie
113279;Sparkling;['Pinot Noir'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Gonet-Medeville Blanc de Noirs Brut Champagne Premier Cru
113280;Red;['Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Franc Mayne Saint-Emilion Grand Cru (Grand Cru Classe)
113281;Red;['Cabernet Sauvignon', 'Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Magnan-Figeac Saint-Emilion Grand Cru
113282;Red;['Cabernet Franc', 'Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Tournefeuille Lalande-de-Pomerol
113284;Red;['Cabernet Sauvignon'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Angludet La Reserve d'Angludet
113285;Red;['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot', 'Petit Verdot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Mouton Rothschild Pauillac (Premier Grand Cru Classe)
113286;Red;['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Bertrand Braneyre Vieilles Vignes Haut-Medoc
113287;Red;['Grenache'];['Lamb', 'Pork', 'Poultry'];Clos du Caillou Chateauneuf-du-Pape Les Safres
113288;Sparkling;['Chardonnay', 'Pinot Noir', 'Pinot Meunier'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Thienot Brut Champagne
113289;White;['Chardonnay'];['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat'];Vincent Girardin Les Vieilles Vignes Puligny-Montrachet
113290;White;['Chardonnay'];['Pasta', 'Vegetarian', 'Cured Meat'];Louis Latour Macon-Lugny Les Genievres
113291;Sparkling;['Pinot Noir'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Egly-Ouriet Blanc de Noirs Brut Champagne Grand Cru 'Les Crayeres' Ambonnay
113292;Red;['Malbec'];['Beef', 'Lamb', 'Poultry'];Georges Vigouroux Gouleyant Malbec
113293;Red;['Cabernet Sauvignon', 'Merlot', 'Petit Verdot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Roquegrave Medoc
113294;Red;['Cabernet Franc', 'Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Jacques Blanc Saint-Emilion Grand Cru
113295;Red;['Pinot Noir'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Domaine Henri Gouges Clos des Porrets Nuits-Saint-Georges 1er Cru
113296;Red;['Pinot Noir'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Joseph Drouhin Santenay
113297;Red;['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Siaurac Baronne de Siaurac Lalande-de-Pomerol
113298;Red;['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Juguet Saint-Emilion Grand Cru
113299;Sparkling;['Chardonnay', 'Pinot Noir', 'Pinot Meunier'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Charles Heidsieck Brut Reserve
113300;Red;['Pinot Noir'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Andre Goichot Bourgogne Pinot Noir
113301;Red;['Cabernet Sauvignon', 'Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Mouton Rothschild Pauillac (Premier Grand Cru Classe)
113302;Sparkling;['Chenin Blanc', 'Chardonnay'];['Shellfish', 'Poultry', 'Appetizer', 'Snack', 'Lean Fish'];Bouvet Ladubay Bouvet Excellence Cremant de Loire Brut
113303;Sparkling;['Chardonnay'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Pierre Peters Cuvee Speciale Les Chetillons Blanc de Blancs Brut Champagne Grand Cru
113304;White;['Pinot Gris'];['Pork', 'Spicy Food', 'Mushrooms', 'Cured Meat'];Wolfberger Pinot Gris Alsace
113305;Red;['Petit Verdot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Chasse-Spleen L'Oratoire de Chasse-Spleen Moulis
113306;Red;['Pinot Noir'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Domaine Joseph Roty Gevrey-Chambertin
113308;Red;['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Chateau Mont-Perat Queen of Mont-Perat Bordeaux Rouge
113309;Red;['Gamay Noir'];['Pasta', 'Veal', 'Pork', 'Poultry'];Jean Bererd Domaine de la Madone Le Perreon Beaujolais Villages
113310;Red;['Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau La Raze Beauvallet Medoc
113311;Red;['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Mouton Cadet Bordeaux Rouge
113312;Red;['Cabernet Sauvignon', 'Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Chasse-Spleen Chateau Gressier Grand Poujeaux Moulis-en-Medoc
113313;White;['Sauvignon Blanc'];['Rich Fish', 'Shellfish', 'Vegetarian'];Charmant Sauvignon Blanc
113314;White;['Chardonnay'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Daniel-Etienne Defaix Chablis Premier Cru 'Cote de Lechet'
113315;Red;['Grenache', 'Mourvedre', 'Cinsault'];['Beef', 'Maturated Cheese', 'Hard Cheese'];Domaine de Terrebrune Terroir du Trias Bandol Rouge
113316;White;['Chenin Blanc'];['Rich Fish', 'Vegetarian', 'Poultry', 'Soft Cheese'];Domaine Huet Vouvray Le Mont Sec
113319;Red;['Pinot Noir'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Domaine Jacqueson Rully 1er Cru 'Cloux'
113321;Sparkling;['Chardonnay'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Jacques Selosse V.O. Version Originale Blanc de Blancs Extra Brut Champagne Grand Cru
113323;Red;['Cabernet Sauvignon', 'Merlot', 'Petit Verdot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Haut Breton Larigaudiere Margaux
113324;Red;['Pinot Noir'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Pasquier Desvignes Bourgogne Pinot Noir
113326;White;['Chardonnay'];['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat'];Louis Jadot Puligny-Montrachet
113327;White;['Aligote'];['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat'];Joseph Drouhin Bourgogne Aligote
113328;Red;['Cabernet Franc', 'Merlot', 'Cabernet Sauvignon'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Vieux Chevrol Lalande-de-Pomerol
113329;Sparkling;['Chardonnay'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Jacques Lassaigne Les Vignes de Montgueux Extra Brut Blanc de Blancs Champagne
113334;White;['Sauvignon Blanc'];['Pork', 'Vegetarian', 'Poultry', 'Appetizer', 'Snack', 'Lean Fish'];Chateau Lamothe de Haux Bordeaux Blanc
113335;Red;['Cabernet Franc'];['Beef', 'Pork', 'Game Meat', 'Poultry', 'Soft Cheese'];Couly-Dutheil Clos de l'Echo Chinon
113336;White;['Pinot Blanc'];['Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat'];Domaines Schlumberger Les Princes Abbes Pinot Blanc Alsace
113337;Red;['Cabernet Sauvignon', 'Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Duhart-Milon Moulin de Duhart Pauillac
113338;Red;['Merlot', 'Cabernet Sauvignon', 'Cabernet Franc'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Chateau Sissan Grande Reserve Cadillac - Cotes de Bordeaux
113339;Sparkling;['Chardonnay', 'Pinot Noir', 'Pinot Meunier'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Louis Delaunay Brut Champagne
113340;Red;['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Chateau Fleur Haut Gaussens Bordeaux Superieur
113341;White;['Chardonnay'];['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat'];Maison Leroy Bourgogne Blanc
113342;Red;['Merlot'];['Beef', 'Pasta', 'Veal'];Domaine de la Baume Merlot Grand Chataignier
113343;Sparkling;['Chardonnay', 'Pinot Noir'];['Shellfish', 'Poultry', 'Appetizer', 'Snack', 'Lean Fish'];Simonnet-Febvre Cremant de Bourgogne Brut
113344;Sparkling;['Pinot Meunier', 'Chardonnay', 'Pinot Noir'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Pol Roger Pure Extra Brut Champagne
113345;White;['Chardonnay'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Roland Lavantureux Chablis
113346;Red;['Cabernet Franc', 'Malbec', 'Cabernet Sauvignon'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Picard Saint-Estephe
113348;White;['Chardonnay'];['Pasta', 'Vegetarian', 'Cured Meat'];Les Heritiers du Comte Lafon Macon-Milly-Lamartine
113349;White;['Chardonnay'];['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat'];Domaine Roulot Bourgogne Blanc
113350;Red;['Grenache'];['Beef', 'Lamb', 'Game Meat'];Gramenon La Sagesse
113351;Red;['Petit Verdot', 'Cabernet Sauvignon', 'Cabernet Franc', 'Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Pape Clement Clementin de Pape Clement Pessac-Leognan
113352;Red;['Cabernet Franc', 'Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Clinet Fleur de Clinet Pomerol
113353;White;['Geworztraminer'];['Pork', 'Rich Fish', 'Spicy Food', 'Poultry', 'Soft Cheese'];Lucien Albrecht Cremant d'Alsace Brut Rose
113354;Red;['Cabernet Sauvignon', 'Merlot'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Chateau de Fontenille Bordeaux Rouge
113355;Sparkling;['Chardonnay', 'Pinot Noir', 'Pinot Blanc'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Alfred Gratien Brut Millesime Champagne
113356;Red;['Cabernet Franc'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Clos Puy Arnaud Castillon - Cotes de Bordeaux
113358;Dessert;['Muscat Blanc'];['Spicy Food', 'Sweet Dessert'];Domaine de Durban Muscat de Beaumes-de-Venise
113359;Red;['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Chateau Carignan L'Orangerie de Carignan Cadillac - Cotes de Bordeaux
113361;White;['Semillon', 'Sauvignon Blanc'];['Pork', 'Vegetarian', 'Poultry', 'Appetizer', 'Snack', 'Lean Fish'];Domaine de Chevalier Pessac-Leognan Blanc (Grand Cru Classe de Graves)
113362;Red;['Cabernet Sauvignon'];['Beef', 'Pasta', 'Veal'];Louis de Camponac Cabernet Sauvignon
113365;Red;['Grenache'];['Beef', 'Pasta', 'Lamb', 'Poultry'];Department 66 D66 1966
113368;Sparkling;['Pinot Blanc', 'Chardonnay', 'Chenin Blanc'];['Shellfish', 'Poultry', 'Appetizer', 'Snack', 'Lean Fish'];Sieur d'Arques Aimery Cremant de Limoux Methode Traditionnelle Brut
113370;White;['Chardonnay'];['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat'];Meo-Camuzet Bourgogne Hautes-Cotes de Nuits Clos Saint-Philibert Monopole Blanc
113371;Red;['Malbec'];['Beef', 'Lamb', 'Poultry'];Chateau de Gaudou Renaissance Malbec Cahors (Cuvee Boisee)
113373;Red;['Pinot Noir'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Maison Henri Boillot Bourgogne Pinot Noir
113374;Rose;['Grolleau'];['Beef', 'Pork', 'Game Meat', 'Poultry', 'Soft Cheese'];Guy Saget Rose d'Anjou
113375;Red;['Petit Verdot', 'Cabernet Sauvignon', 'Cabernet Franc', 'Malbec', 'Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Corbin-Michotte Saint-Emilion Grand Cru (Grand Cru Classe until 2012)
113376;White;['Grenache Blanc'];['Pork', 'Rich Fish', 'Maturated Cheese', 'Hard Cheese', 'Poultry', 'Cured Meat'];Chateau La Nerthe Chateauneuf-du-Pape Blanc
113377;White;['Chardonnay'];['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat'];Louis Latour Bourgogne Cuvee Latour Blanc
113379;Sparkling;['Schwarzriesling'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Jerome Prevost La Closerie Les Beguines Extra Brut Champagne
